Station,Route,Lanes,Months Used,Count Date,Direction,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Class 7,Class 8,Class 9,Class 10,Class 11,Class 12,Class 13,Latitude,Longitude,Location 1,NYS Municipal Boundaries,New York Zip Codes,Counties
5281,US 62,2,Jan-Nov,01/02/2013,SOUTH,0,1487,270,0,14,21,6,15,128,41,0,0,0,42.00336,-79.1621,"(42.00336, -79.1621)",208,1687,2035
5281,US 62,2,Jan-Nov,01/02/2013,NORTH,0,1453,345,1,23,18,3,13,98,54,0,0,1,42.00336,-79.1621,"(42.00336, -79.1621)",208,1687,2035
5281,US 62,2,Jan-Nov,01/01/2013,SOUTH,0,845,134,0,1,2,0,2,55,11,0,0,0,42.00336,-79.1621,"(42.00336, -79.1621)",208,1687,2035
5281,US 62,2,Jan-Nov,01/01/2013,NORTH,0,801,158,0,2,1,0,3,52,13,0,0,0,42.00336,-79.1621,"(42.00336, -79.1621)",208,1687,2035
6100,I-86,4,Apr-Nov,11/29/2013,EAST,1,1627,459,4,26,18,15,20,185,13,12,0,0,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/29/2013,WEST,3,2010,630,8,28,18,22,20,226,15,8,2,1,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/28/2013,WEST,5,1832,359,3,5,25,17,8,171,6,7,0,0,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/28/2013,EAST,5,1519,281,3,12,17,13,6,156,3,9,0,0,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/27/2013,EAST,14,1589,440,4,29,37,22,27,357,29,18,1,5,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/27/2013,WEST,5,2251,579,8,38,25,42,24,542,50,28,1,3,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/26/2013,WEST,7,2556,584,13,47,50,42,43,640,56,21,0,9,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/26/2013,EAST,8,2636,611,14,48,43,43,47,556,30,25,4,10,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/25/2013,WEST,6,2076,536,13,39,36,43,38,562,51,20,0,2,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/25/2013,EAST,8,2196,597,7,35,39,38,33,592,34,25,4,15,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/22/2013,WEST,3,2350,725,6,38,37,40,32,616,35,20,3,2,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/22/2013,EAST,13,2453,658,6,35,44,46,28,405,32,12,0,4,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/21/2013,EAST,16,1614,619,3,33,44,47,44,613,27,23,5,7,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/21/2013,WEST,5,1651,584,10,35,37,56,51,631,37,19,2,5,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/20/2013,WEST,5,1574,506,12,38,30,52,26,726,44,28,5,5,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/20/2013,EAST,7,1532,527,6,43,35,55,28,659,44,27,2,11,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/19/2013,WEST,7,1502,499,7,36,31,57,32,679,52,24,2,2,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/19/2013,EAST,9,1553,551,8,39,37,52,31,676,43,31,11,5,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/18/2013,EAST,13,1804,634,10,42,36,55,39,589,41,25,0,12,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/18/2013,WEST,3,1729,503,11,33,37,54,48,579,36,18,2,3,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/15/2013,EAST,4,2629,778,12,33,33,42,33,407,42,14,1,8,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/15/2013,WEST,8,2763,1110,10,34,29,58,29,606,44,22,2,3,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/14/2013,EAST,12,1770,593,5,40,48,48,43,666,39,19,2,6,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/14/2013,WEST,4,1763,704,12,50,42,55,46,673,58,26,0,3,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/13/2013,WEST,5,1504,551,10,34,22,68,31,623,47,25,3,3,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/13/2013,EAST,12,1422,522,9,38,54,58,31,628,35,26,6,9,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/12/2013,WEST,3,1487,486,8,43,33,52,21,619,53,26,4,7,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/12/2013,EAST,6,1466,504,4,42,30,48,25,649,48,17,6,8,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/11/2013,WEST,7,1979,537,8,28,38,49,44,515,40,23,3,2,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/11/2013,EAST,4,2041,570,6,30,53,54,32,573,36,7,2,6,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/08/2013,EAST,6,2588,632,8,49,23,32,32,385,26,15,3,6,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/08/2013,WEST,6,2529,675,8,39,26,46,34,582,33,25,3,6,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/07/2013,WEST,4,1818,581,7,40,49,49,43,665,57,26,4,8,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/07/2013,EAST,7,1770,555,4,38,50,44,42,625,44,17,1,7,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/06/2013,EAST,3,1677,513,6,44,50,59,35,640,53,25,6,10,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/06/2013,WEST,2,1690,519,12,36,35,59,32,714,50,22,1,4,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/05/2013,EAST,8,1564,512,7,41,64,53,21,658,39,19,1,9,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/05/2013,WEST,2,1535,542,7,41,42,67,29,653,49,21,1,2,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/04/2013,EAST,8,1713,499,4,35,65,55,34,590,33,22,2,10,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/04/2013,WEST,3,1818,496,12,39,25,72,38,536,35,23,2,7,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/01/2013,EAST,4,2677,731,9,38,32,29,32,425,37,13,2,3,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,11/01/2013,WEST,2,2572,787,13,32,26,50,31,549,50,17,1,2,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/31/2013,EAST,8,1705,541,2,34,54,55,39,667,45,11,2,13,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/31/2013,WEST,7,1636,573,8,35,43,59,44,597,50,29,3,3,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/30/2013,EAST,7,1716,576,4,49,72,51,33,667,32,31,3,13,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/30/2013,WEST,9,1665,590,16,47,61,87,39,704,47,23,1,9,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/29/2013,WEST,7,1725,545,7,32,35,53,28,726,51,29,1,10,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/29/2013,EAST,9,1706,563,4,39,48,60,31,706,35,23,2,10,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/28/2013,EAST,10,1744,535,5,30,63,50,38,589,37,26,4,13,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/28/2013,WEST,4,1860,561,11,36,36,59,39,612,52,26,2,8,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/25/2013,EAST,9,2686,719,8,49,44,32,42,425,39,10,3,4,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/25/2013,WEST,8,2583,762,9,40,36,61,34,585,40,16,3,5,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/24/2013,EAST,10,1863,539,7,48,60,58,38,647,34,22,5,17,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/24/2013,WEST,8,1873,610,8,46,39,63,52,690,55,25,2,6,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/23/2013,EAST,6,1776,517,5,42,47,43,38,659,36,16,1,8,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/23/2013,WEST,5,1796,538,8,33,38,56,45,695,48,22,1,4,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/22/2013,WEST,7,1805,550,3,46,30,65,39,704,49,31,0,3,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/22/2013,EAST,11,1838,591,5,48,59,58,32,671,37,27,2,16,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/21/2013,WEST,1,2093,573,11,41,36,66,38,575,55,22,0,7,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/21/2013,EAST,12,2068,649,5,46,78,40,34,557,38,23,0,11,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/18/2013,EAST,8,2993,755,9,42,62,47,42,438,45,11,2,5,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/18/2013,WEST,8,2791,771,15,41,28,96,39,611,48,27,1,4,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/17/2013,WEST,30,2066,672,17,67,91,60,45,652,51,21,3,7,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/17/2013,EAST,6,2228,633,14,32,48,48,44,642,37,22,3,4,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/16/2013,EAST,11,2176,569,11,41,54,64,35,651,42,36,5,10,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/16/2013,WEST,2,2152,587,13,50,45,78,46,681,39,23,1,9,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/15/2013,WEST,9,2451,566,13,57,44,50,42,591,41,19,2,5,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/15/2013,EAST,12,2218,541,11,50,48,51,25,595,31,24,2,15,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/14/2013,EAST,10,2914,727,5,42,57,52,28,595,40,20,0,11,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/14/2013,WEST,6,2667,641,12,44,35,71,45,546,52,20,1,3,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/11/2013,EAST,11,4065,811,8,50,41,38,46,413,30,11,2,2,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/11/2013,WEST,4,3656,895,13,56,32,55,53,586,50,20,0,9,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/10/2013,EAST,12,2340,672,10,61,46,49,51,664,46,21,3,11,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/10/2013,WEST,7,2282,677,13,57,47,53,53,672,62,19,2,10,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/09/2013,WEST,4,1920,608,11,48,38,54,52,709,51,25,3,2,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/09/2013,EAST,4,1965,577,11,39,49,61,38,615,50,19,4,16,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/08/2013,WEST,5,2223,642,9,37,30,66,38,649,42,30,2,6,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/08/2013,EAST,3,1898,616,6,43,37,54,34,716,32,29,4,7,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/07/2013,EAST,9,1926,597,7,45,51,46,47,621,30,20,1,3,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/07/2013,WEST,7,1883,592,13,37,45,53,40,599,34,19,3,5,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/04/2013,EAST,12,3525,830,15,58,50,40,33,442,24,13,2,9,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/04/2013,WEST,4,3114,801,14,47,42,41,48,623,38,21,0,4,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/03/2013,WEST,4,2181,617,6,50,41,44,44,737,53,24,2,7,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/03/2013,EAST,7,2240,674,6,40,54,63,47,655,42,17,2,8,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/02/2013,EAST,12,1909,560,7,34,62,57,52,664,35,33,0,7,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/02/2013,WEST,7,1805,542,7,39,38,76,47,722,55,23,3,5,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/01/2013,EAST,13,1910,578,10,52,45,57,20,650,46,28,2,16,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,10/01/2013,WEST,9,1751,569,10,42,53,69,53,679,60,23,1,5,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/30/2013,WEST,6,2010,612,13,48,38,75,52,633,36,24,2,3,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/30/2013,EAST,10,2099,629,8,40,45,34,45,593,36,24,2,7,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/27/2013,WEST,5,3138,813,11,45,51,63,48,577,31,29,2,7,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/27/2013,EAST,5,3171,788,10,42,71,29,33,398,33,8,7,3,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/26/2013,WEST,6,2083,648,11,51,31,84,56,689,51,27,3,5,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/26/2013,EAST,8,2189,677,6,49,47,46,48,631,36,15,6,10,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/25/2013,WEST,8,1877,601,9,41,44,77,41,695,49,19,1,4,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/25/2013,EAST,9,1964,590,8,49,65,54,43,667,36,27,0,15,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/24/2013,WEST,6,1935,565,11,40,40,85,35,704,46,18,3,2,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/24/2013,EAST,8,1972,561,7,42,55,50,23,677,38,30,5,11,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/23/2013,EAST,12,2030,601,7,45,34,56,34,623,43,23,2,8,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/23/2013,WEST,5,2063,567,10,34,35,54,42,624,38,16,2,1,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/20/2013,EAST,15,3256,818,13,50,50,41,53,413,30,17,1,10,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/20/2013,WEST,9,2985,771,13,50,46,52,50,620,32,23,3,6,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/19/2013,EAST,18,2125,656,7,55,60,45,48,642,30,32,1,5,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/19/2013,WEST,5,2037,613,13,60,48,62,43,650,46,24,6,6,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/18/2013,EAST,15,1953,650,5,61,40,41,44,658,39,20,5,2,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/18/2013,WEST,3,1857,539,11,39,39,65,42,668,43,25,2,9,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/17/2013,WEST,5,1819,577,9,49,37,64,40,649,42,25,4,12,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/17/2013,EAST,7,1832,582,6,52,42,50,26,642,42,24,6,9,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/16/2013,WEST,6,1986,574,9,42,43,63,47,579,57,23,2,10,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/16/2013,EAST,10,1988,596,6,51,51,60,46,631,46,15,1,11,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/13/2013,WEST,4,2747,779,9,47,38,62,37,571,46,29,3,7,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/13/2013,EAST,10,2951,802,8,48,54,42,30,455,29,12,1,5,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/12/2013,WEST,1,2001,649,8,44,45,82,59,682,51,24,2,3,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/12/2013,EAST,9,2133,645,4,49,66,50,58,628,53,24,1,8,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/11/2013,WEST,6,1828,571,7,43,48,103,46,670,67,23,3,6,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/11/2013,EAST,10,1880,586,4,52,67,48,51,704,51,24,4,11,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/10/2013,WEST,8,1748,574,8,44,42,88,42,657,57,24,1,6,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/10/2013,EAST,10,1840,579,10,46,75,55,29,669,50,26,2,13,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/09/2013,WEST,5,1964,552,10,44,39,113,43,596,72,23,2,10,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/09/2013,EAST,10,2090,595,7,41,45,59,33,619,59,25,1,7,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/06/2013,WEST,11,2711,718,12,47,61,95,52,590,65,24,3,8,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/06/2013,EAST,12,2941,777,11,56,109,38,36,458,36,19,4,7,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/05/2013,WEST,4,1994,620,12,53,38,119,54,679,59,30,2,3,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/05/2013,EAST,16,2154,695,12,52,107,48,56,720,41,28,1,6,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/04/2013,EAST,9,1970,590,4,60,102,51,31,671,40,29,5,8,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/04/2013,WEST,3,1924,581,9,40,35,66,38,717,52,22,2,5,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/03/2013,EAST,8,2187,685,4,41,75,37,52,641,29,28,2,10,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/03/2013,WEST,8,2035,599,5,48,40,124,43,633,66,20,1,4,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/02/2013,WEST,17,2897,635,4,30,16,13,46,200,8,10,1,2,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,09/02/2013,EAST,9,3147,724,3,24,14,47,34,451,6,14,4,6,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/30/2013,EAST,14,3823,895,17,55,51,31,53,440,31,17,3,4,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/30/2013,WEST,7,3535,1001,21,48,35,51,50,600,35,27,0,9,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/29/2013,EAST,17,2395,716,6,60,53,50,50,648,35,30,7,5,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/29/2013,WEST,5,2382,744,6,66,58,47,42,699,54,15,5,6,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/28/2013,WEST,10,2104,631,10,37,36,61,53,687,54,31,1,7,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/28/2013,EAST,2,2093,653,8,48,41,59,34,699,46,31,3,4,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/27/2013,WEST,7,1942,619,9,58,46,59,38,686,59,25,1,8,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/27/2013,EAST,7,2113,629,8,51,55,62,45,723,45,26,6,4,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/26/2013,EAST,11,2270,688,5,39,47,52,38,597,47,19,2,5,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/26/2013,WEST,11,2106,644,11,46,36,51,51,603,51,21,0,8,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/23/2013,EAST,11,3288,847,8,40,49,35,32,430,27,11,1,6,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/23/2013,WEST,11,3468,959,11,45,44,54,43,618,61,18,0,6,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/22/2013,EAST,10,3210,849,6,47,50,60,52,691,31,17,4,8,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/22/2013,WEST,5,3286,862,10,46,46,49,50,681,67,26,2,6,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/21/2013,WEST,9,2979,857,10,49,30,68,37,734,65,27,2,7,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/21/2013,EAST,7,2971,794,7,50,33,61,48,704,40,30,3,7,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/20/2013,EAST,11,2213,643,4,44,51,65,34,733,52,25,1,13,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/20/2013,WEST,13,2155,610,13,38,38,51,27,688,68,23,3,6,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/19/2013,EAST,5,2545,755,7,51,45,60,37,638,41,19,3,10,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/19/2013,WEST,11,2425,632,9,44,32,64,37,638,56,26,2,7,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/16/2013,EAST,7,3118,808,7,44,59,50,42,469,30,22,2,2,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/16/2013,WEST,7,3233,842,11,45,38,50,43,614,43,26,2,6,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
6100,I-86,4,Apr-Nov,08/15/2013,EAST,20,2484,780,6,42,55,59,55,625,34,25,6,2,42.32903,-77.7374,"(42.32903, -77.7374)",471,1751,2031
